-0.09417,51.47881,"N","[10898]"
-0.13489,51.53533,"O","[10903]"
-0.13108,51.52731,"O","[10904]"
-0.09256,51.51075,"W","[10912]"
-0.07781,51.50114,"W","[10914]"
-0.07733,51.50250,"S","[10915]"
-0.10400,51.52597,"S","[10917]"
-0.10317,51.54294,"N","[10918]"
-0.10011,51.52667,"S","[10919]"
-0.09711,51.52967,"W","[10920]"
-0.04156,51.44886,"O","[10924]"
-0.03239,51.47289,"W","[10925]"
-0.03114,51.47206,"SW","[10926]"
0.74556,51.55039,"NW","[10927]"
-0.07011,51.54628,"E","[10929]"
-0.06992,51.49864,"W","[10930]"
-0.05947,51.54925,"NW","[10931]"
-0.02853,51.51203,"O","[10932]"
-0.01375,51.51119,"W","[10934]"
0.02497,51.36742,"N","[10936]"
-0.00761,51.53356,"S","[10937]"
0.09383,51.54589,"W","[10938]"
0.11811,51.53228,"W","[10939]"
0.14436,51.53122,"W","[10940]"
